2006-12-03 00:00:00.000      10.280        0.552        0.373        0.278        0.237        0.228        0.217     0.00    -1.00     0.00 
2006-12-03 00:05:00.000       7.869        0.355        0.255        0.126        0.057        0.049        0.032     0.00    -1.00     0.00 
2006-12-03 00:10:00.000       7.560        0.311        0.177        0.092        0.045        0.036        0.020     0.00    -1.00     0.00 
2006-12-03 00:15:00.000       5.128        0.205        0.132        0.087        0.076        0.063        0.037     0.00    -1.00     0.00 
2006-12-03 00:20:00.000       8.636        0.430        0.234        0.122        0.053        0.044        0.024     0.00    -1.00     0.00 
2006-12-03 00:25:00.000       4.974        0.396        0.318        0.163        0.095        0.087        0.077     0.00    -1.00     0.00 
2006-12-03 00:30:00.000       6.051        0.351        0.213        0.134        0.064        0.054        0.035     0.00    -1.00     0.00 
2006-12-03 00:35:00.000       7.367        0.410        0.203        0.075        0.064        0.051        0.024     0.00    -1.00     0.00 
2006-12-03 00:40:00.000       4.837        0.254        0.182        0.134        0.114        0.104        0.093     0.00    -1.00     0.00 
2006-12-03 00:45:00.000       4.257        0.466        0.364        0.166        0.144        0.134        0.122     0.00    -1.00     0.00 
2006-12-03 00:50:00.000       7.575        0.371        0.161        0.070        0.056        0.047        0.036     0.00    -1.00     0.00 
2006-12-03 00:55:00.000       3.720        0.239        0.171        0.117        0.083        0.074        0.063     0.00    -1.00     0.00 
2006-12-03 01:00:00.000       5.513        0.418        0.199        0.088        0.076        0.065        0.041     0.00    -1.00     0.00 
2006-12-03 01:05:00.000       5.130        0.386        0.258        0.188        0.175        0.165        0.149     0.00    -1.00     0.00 
2006-12-03 01:10:00.000       4.879        0.263        0.136        0.066        0.053        0.043        0.030     0.00    -1.00     0.00 
2006-12-03 01:15:00.000       3.909        0.234        0.157        0.066        0.053        0.043        0.030     0.00    -1.00     0.00 
2006-12-03 01:20:00.000       6.054        0.475        0.319        0.242        0.248        0.204        0.129     0.00    -1.00     0.00 
2006-12-03 01:25:00.000       3.042        0.174        0.109        0.064        0.051        0.041        0.025     0.00    -1.00     0.00 
2006-12-03 01:30:00.000       2.637        0.247        0.186        0.141        0.151        0.099        0.041     0.00    -1.00     0.00 
2006-12-03 01:35:00.000       2.260        0.396        0.338        0.287        0.361        0.165        0.033     0.00    -1.00     0.00 
2006-12-03 01:40:00.000       2.528        0.304        0.233        0.106        0.049        0.040        0.028     0.00    -1.00     0.00 
2006-12-03 01:45:00.000       2.055        0.282        0.195        0.144        0.164        0.096        0.029     0.00    -1.00     0.00 
2006-12-03 01:50:00.000       1.734        0.194        0.139        0.094        0.083        0.070        0.044     0.00    -1.00     0.00 
2006-12-03 01:55:00.000       1.902        0.221        0.164        0.119        0.116        0.088        0.039     0.00    -1.00     0.00 
2006-12-03 02:00:00.000       2.438        0.393        0.295        0.219        0.218        0.118        0.031     0.00    -1.00     0.00 
2006-12-03 02:05:00.000       2.223        0.240        0.131        0.077        0.065        0.053        0.026     0.00    -1.00     0.00 
2006-12-03 02:10:00.000       3.065        0.521        0.285        0.127        0.132        0.088        0.032     0.00    -1.00     0.00 
